Run #1,Run #1,Run #2,Run #2,Run #3,Run #3,Run #4,Run #4,Run #5,Run #5,Run #6,Run #6,Run #7,Run #7,Run #8,Run #8,Run #9,Run #9,Run #10,Run #10
Time (s),Position (m),Time (s),Position (m),Time (s),Position (m),Time (s),Position (m),Time (s),Position (m),Time (s),Position (m),Time (s),Position (m),Time (s),Position (m),Time (s),Position (m),Time (s),Position (m)
2.98,0.4003,2.98,0.4274,2.98,0.3964,2.98,0.4343,2.98,0.4601,2.98,0.4341,2.98,0.3439,2.98,0.4296,2.98,0.3732,2.98,0.3916
2.99,0.3925,2.99,0.4246,2.99,0.3887,2.99,0.4315,2.99,0.4559,2.99,0.4375,2.99,0.3468,2.99,0.4346,2.99,0.3721,2.99,0.3937
3,0.3848,3,0.419,3,0.3842,3,0.426,3,0.4488,3,0.4383,3,0.3529,3,0.4427,3,0.3713,3,0.396
3.01,0.3803,3.01,0.4166,3.01,0.3769,3.01,0.4237,3.01,0.4448,3.01,0.4394,3.01,0.3563,3.01,0.4509,3.01,0.3708,3.01,0.4016
3.02,0.373,3.02,0.4145,3.02,0.3698,3.02,0.4216,3.02,0.4381,3.02,0.4407,3.02,0.3629,3.02,0.4562,3.02,0.3706,3.02,0.4044
3.03,0.369,3.03,0.4095,3.03,0.366,3.03,0.4197,3.03,0.4345,3.03,0.4423,3.03,0.3667,3.03,0.4646,3.03,0.3707,3.03,0.4074
3.04,0.3621,3.04,0.4078,3.04,0.3594,3.04,0.4151,3.04,0.4281,3.04,0.4472,3.04,0.3738,3.04,0.473,3.04,0.3712,3.04,0.4136
3.05,0.3585,3.05,0.4063,3.05,0.356,3.05,0.4138,3.05,0.4249,3.05,0.4493,3.05,0.378,3.05,0.4815,3.05,0.3719,3.05,0.4171
3.06,0.3522,3.06,0.405,3.06,0.3499,3.06,0.4126,3.06,0.419,3.06,0.4517,3.06,0.3855,3.06,0.4899,3.06,0.3759,3.06,0.4207
3.07,0.3491,3.07,0.401,3.07,0.3471,3.07,0.4118,3.07,0.4163,3.07,0.4573,3.07,0.3931,3.07,0.4954,3.07,0.3772,3.07,0.4275
3.08,0.3433,3.08,0.4002,3.08,0.3416,3.08,0.4112,3.08,0.4108,3.08,0.4601,3.08,0.3978,3.08,0.5038,3.08,0.3788,3.08,0.4345
3.09,0.3407,3.09,0.3996,3.09,0.3393,3.09,0.4108,3.09,0.4086,3.09,0.4632,3.09,0.4057,3.09,0.5122,3.09,0.3807,3.09,0.4386
3.1,0.3385,3.1,0.3993,3.1,0.3374,3.1,0.4107,3.1,0.4066,3.1,0.4695,3.1,0.4108,3.1,0.5206,3.1,0.3858,3.1,0.4458
3.11,0.3335,3.11,0.3992,3.11,0.3357,3.11,0.4109,3.11,0.4019,3.11,0.4759,3.11,0.4189,3.11,0.5288,3.11,0.3882,3.11,0.4502
3.12,0.3319,3.12,0.3994,3.12,0.3314,3.12,0.4113,3.12,0.4004,3.12,0.4796,3.12,0.4271,3.12,0.534,3.12,0.3909,3.12,0.4576
3.13,0.3305,3.13,0.3998,3.13,0.3303,3.13,0.4119,3.13,0.3992,3.13,0.4864,3.13,0.4354,3.13,0.542,3.13,0.3968,3.13,0.4652
3.14,0.3295,3.14,0.4005,3.14,0.3296,3.14,0.4128,3.14,0.3983,3.14,0.4904,3.14,0.4408,3.14,0.55,3.14,0.3999,3.14,0.4698
3.15,0.3287,3.15,0.4014,3.15,0.3292,3.15,0.414,3.15,0.3976,3.15,0.4975,3.15,0.4491,3.15,0.5577,3.15,0.4033,3.15,0.4775
3.16,0.3283,3.16,0.4025,3.16,0.3291,3.16,0.4184,3.16,0.3973,3.16,0.5047,3.16,0.4575,3.16,0.5654,3.16,0.4099,3.16,0.4852
3.17,0.3282,3.17,0.4038,3.17,0.3293,3.17,0.42,3.17,0.3971,3.17,0.5091,3.17,0.4659,3.17,0.5698,3.17,0.4136,3.17,0.49
3.18,0.3284,3.18,0.4084,3.18,0.3298,3.18,0.4218,3.18,0.3973,3.18,0.5165,3.18,0.4743,3.18,0.5771,3.18,0.4206,3.18,0.4977
3.19,0.3289,3.19,0.4102,3.19,0.3306,3.19,0.4239,3.19,0.3977,3.19,0.5241,3.19,0.4796,3.19,0.5842,3.19,0.4277,3.19,0.5055
3.2,0.3297,3.2,0.4122,3.2,0.3318,3.2,0.4291,3.2,0.3984,3.2,0.5287,3.2,0.4879,3.2,0.588,3.2,0.432,3.2,0.5102
3.21,0.3309,3.21,0.4144,3.21,0.3362,3.21,0.4316,3.21,0.3994,3.21,0.5363,3.21,0.4961,3.21,0.5946,3.21,0.4394,3.21,0.5179
3.22,0.3353,3.22,0.4198,3.22,0.3379,3.22,0.4343,3.22,0.4006,3.22,0.544,3.22,0.5042,3.22,0.598,3.22,0.447,3.22,0.5255
3.23,0.337,3.23,0.4223,3.23,0.3399,3.23,0.4401,3.23,0.4021,3.23,0.5487,3.23,0.5093,3.23,0.6042,3.23,0.4516,3.23,0.5331
3.24,0.339,3.24,0.4251,3.24,0.3422,3.24,0.4431,3.24,0.4038,3.24,0.5564,3.24,0.5172,3.24,0.6071,3.24,0.4593,3.24,0.5376
3.25,0.3443,3.25,0.431,3.25,0.3478,3.25,0.4493,3.25,0.4088,3.25,0.564,3.25,0.5249,3.25,0.6127,3.25,0.4672,3.25,0.545
3.26,0.3468,3.26,0.4341,3.26,0.3506,3.26,0.4527,3.26,0.411,3.26,0.5687,3.26,0.5325,3.26,0.6151,3.26,0.472,3.26,0.5522
3.27,0.3497,3.27,0.4403,3.27,0.3567,3.27,0.4591,3.27,0.4134,3.27,0.5763,3.27,0.5369,3.27,0.6201,3.27,0.48,3.27,0.5564
3.28,0.3557,3.28,0.4436,3.28,0.36,3.28,0.4627,3.28,0.419,3.28,0.5808,3.28,0.5442,3.28,0.6219,3.28,0.4879,3.28,0.5634
3.29,0.359,3.29,0.4501,3.29,0.3666,3.29,0.4694,3.29,0.4219,3.29,0.5883,3.29,0.5513,3.29,0.6234,3.29,0.4959,3.29,0.5672
3.3,0.3656,3.3,0.4537,3.3,0.3704,3.3,0.4732,3.3,0.4249,3.3,0.5957,3.3,0.5551,3.3,0.6276,3.3,0.5008,3.3,0.5739
3.31,0.3693,3.31,0.4603,3.31,0.3773,3.31,0.4801,3.31,0.4311,3.31,0.5999,3.31,0.5617,3.31,0.6285,3.31,0.5087,3.31,0.5804
3.32,0.3763,3.32,0.4641,3.32,0.3815,3.32,0.4871,3.32,0.4345,3.32,0.6071,3.32,0.5651,3.32,0.6292,3.32,0.5166,3.32,0.5837
3.33,0.3834,3.33,0.4709,3.33,0.3888,3.33,0.4911,3.33,0.4411,3.33,0.6111,3.33,0.5713,3.33,0.6295,3.33,0.5214,3.33,0.5898
3.34,0.3877,3.34,0.4748,3.34,0.3933,3.34,0.4982,3.34,0.4448,3.34,0.6179,3.34,0.5742,3.34,0.6295,3.34,0.5292,3.34,0.5927
3.35,0.3952,3.35,0.4817,3.35,0.401,3.35,0.5053,3.35,0.4517,3.35,0.6246,3.35,0.5798,3.35,0.6292,3.35,0.5368,3.35,0.5954
3.36,0.3998,3.36,0.4857,3.36,0.4057,3.36,0.5094,3.36,0.4556,3.36,0.6281,3.36,0.5822,3.36,0.6286,3.36,0.5444,3.36,0.6009
3.37,0.4075,3.37,0.4926,3.37,0.4136,3.37,0.5165,3.37,0.4627,3.37,0.6315,3.37,0.5873,3.37,0.6278,3.37,0.5488,3.37,0.6031
3.38,0.4124,3.38,0.4996,3.38,0.4216,3.38,0.5207,3.38,0.4699,3.38,0.6376,3.38,0.5891,3.38,0.6266,3.38,0.5561,3.38,0.6081
3.39,0.4203,3.39,0.5036,3.39,0.4296,3.39,0.5277,3.39,0.4741,3.39,0.6405,3.39,0.5907,3.39,0.6251,3.39,0.5602,3.39,0.6098
3.4,0.4283,3.4,0.5105,3.4,0.4347,3.4,0.5348,3.4,0.4815,3.4,0.6463,3.4,0.5919,3.4,0.6234,3.4,0.5672,3.4,0.6113
3.41,0.4364,3.41,0.5145,3.41,0.4429,3.41,0.5388,3.41,0.4858,3.41,0.6488,3.41,0.5958,3.41,0.6214,3.41,0.571,3.41,0.6126
3.42,0.4415,3.42,0.5213,3.42,0.4511,3.42,0.5457,3.42,0.4932,3.42,0.651,3.42,0.5965,3.42,0.6192,3.42,0.5776,3.42,0.6136
3.43,0.4496,3.43,0.5251,3.43,0.4593,3.43,0.5496,3.43,0.5007,3.43,0.6561,3.43,0.5969,3.43,0.6137,3.43,0.581,3.43,0.6173
3.44,0.4578,3.44,0.5318,3.44,0.4644,3.44,0.5563,3.44,0.5051,3.44,0.6579,3.44,0.5969,3.44,0.6109,3.44,0.5872,3.44,0.6177
3.45,0.4659,3.45,0.5355,3.45,0.4726,3.45,0.56,3.45,0.5125,3.45,0.6594,3.45,0.5967,3.45,0.6079,3.45,0.5901,3.45,0.6179
3.46,0.471,3.46,0.542,3.46,0.4807,3.46,0.5665,3.46,0.5199,3.46,0.6607,3.46,0.5962,3.46,0.6017,3.46,0.5959,3.46,0.6179
3.47,0.4791,3.47,0.5485,3.47,0.4887,3.47,0.5699,3.47,0.5243,3.47,0.6617,3.47,0.5953,3.47,0.5983,3.47,0.5984,3.47,0.6176
3.48,0.4871,3.48,0.5518,3.48,0.4937,3.48,0.5762,3.48,0.5316,3.48,0.6625,3.48,0.5942,3.48,0.5917,3.48,0.6006,3.48,0.617
3.49,0.492,3.49,0.555,3.49,0.5016,3.49,0.5793,3.49,0.5388,3.49,0.663,3.49,0.5928,3.49,0.5879,3.49,0.6056,3.49,0.6162
3.5,0.4998,3.5,0.561,3.5,0.5093,3.5,0.5852,3.5,0.543,3.5,0.6633,3.5,0.5882,3.5,0.5809,3.5,0.6073,3.5,0.6151
3.51,0.5075,3.51,0.5639,3.51,0.517,3.51,0.588,3.51,0.5501,3.51,0.6633,3.51,0.5862,3.51,0.5767,3.51,0.6088,3.51,0.6108
3.52,0.5151,3.52,0.5696,3.52,0.5215,3.52,0.5907,3.52,0.557,3.52,0.663,3.52,0.584,3.52,0.5694,3.52,0.61,3.52,0.6092
3.53,0.5196,3.53,0.5722,3.53,0.5288,3.53,0.5961,3.53,0.5609,3.53,0.6625,3.53,0.5816,3.53,0.565,3.53,0.6109,3.53,0.6074
3.54,0.5269,3.54,0.5776,3.54,0.533,3.54,0.5983,3.54,0.5676,3.54,0.6617,3.54,0.5759,3.54,0.5575,3.54,0.6116,3.54,0.6054
3.55,0.531,3.55,0.5798,3.55,0.5399,3.55,0.6003,3.55,0.5711,3.55,0.6607,3.55,0.573,3.55,0.5499,3.55,0.612,3.55,0.6002
3.56,0.5379,3.56,0.5818,3.56,0.5467,3.56,0.6052,3.56,0.5775,3.56,0.6594,3.56,0.5668,3.56,0.5451,3.56,0.6121,3.56,0.5977
3.57,0.5416,3.57,0.5836,3.57,0.5503,3.57,0.6068,3.57,0.5808,3.57,0.6549,3.57,0.5634,3.57,0.5374,3.57,0.6119,3.57,0.5951
3.58,0.5482,3.58,0.5883,3.58,0.5567,3.58,0.6082,3.58,0.5868,3.58,0.6532,3.58,0.5599,3.58,0.5295,3.58,0.6115,3.58,0.5892
3.59,0.5515,3.59,0.5897,3.59,0.5598,3.59,0.6094,3.59,0.5897,3.59,0.6512,3.59,0.5531,3.59,0.5216,3.59,0.6107,3.59,0.5862
3.6,0.5576,3.6,0.5909,3.6,0.5627,3.6,0.6103,3.6,0.5924,3.6,0.649,3.6,0.5462,3.6,0.5168,3.6,0.6098,3.6,0.58
3.61,0.5604,3.61,0.5919,3.61,0.5683,3.61,0.6111,3.61,0.5979,3.61,0.6436,3.61,0.5421,3.61,0.5089,3.61,0.6085,3.61,0.5767
3.62,0.566,3.62,0.5926,3.62,0.5707,3.62,0.6116,3.62,0.6001,3.62,0.641,3.62,0.5348,3.62,0.501,3.62,0.607,3.62,0.5702
3.63,0.5683,3.63,0.5962,3.63,0.5758,3.63,0.6119,3.63,0.6052,3.63,0.6352,3.63,0.5304,3.63,0.4961,3.63,0.6023,3.63,0.5665
3.64,0.5704,3.64,0.5965,3.64,0.5777,3.64,0.6119,3.64,0.607,3.64,0.6322,3.64,0.5229,3.64,0.4883,3.64,0.6002,3.64,0.5598
3.65,0.5722,3.65,0.5967,3.65,0.5793,3.65,0.6117,3.65,0.6086,3.65,0.6291,3.65,0.5153,3.65,0.4806,3.65,0.598,3.65,0.5559
3.66,0.5767,3.66,0.5966,3.66,0.5805,3.66,0.6114,3.66,0.61,3.66,0.6228,3.66,0.5107,3.66,0.4729,3.66,0.5925,3.66,0.549
3.67,0.5779,3.67,0.5962,3.67,0.5816,3.67,0.6107,3.67,0.6111,3.67,0.6193,3.67,0.5029,3.67,0.4684,3.67,0.5899,3.67,0.5449
3.68,0.5789,3.68,0.5957,3.68,0.5823,3.68,0.6099,3.68,0.615,3.68,0.6127,3.68,0.4951,3.68,0.4609,3.68,0.587,3.68,0.5378
3.69,0.5796,3.69,0.592,3.69,0.5857,3.69,0.6088,3.69,0.6156,3.69,0.609,3.69,0.4902,3.69,0.4536,3.69,0.5809,3.69,0.5307
3.7,0.58,3.7,0.591,3.7,0.5859,3.7,0.6076,3.7,0.616,3.7,0.6022,3.7,0.4824,3.7,0.4494,3.7,0.5776,3.7,0.5265
3.71,0.5801,3.71,0.5899,3.71,0.5857,3.71,0.6061,3.71,0.6162,3.71,0.5983,3.71,0.4745,3.71,0.4423,3.71,0.5711,3.71,0.5192
3.72,0.5799,3.72,0.5885,3.72,0.5823,3.72,0.6014,3.72,0.6161,3.72,0.5913,3.72,0.4666,3.72,0.4354,3.72,0.5675,3.72,0.515
3.73,0.5794,3.73,0.587,3.73,0.5816,3.73,0.5996,3.73,0.6158,3.73,0.5842,3.73,0.4618,3.73,0.4317,3.73,0.5607,3.73,0.5078
3.74,0.5787,3.74,0.5852,3.74,0.5806,3.74,0.5975,3.74,0.6152,3.74,0.5801,3.74,0.454,3.74,0.4252,3.74,0.5538,3.74,0.5006
3.75,0.5777,3.75,0.5803,3.75,0.5793,3.75,0.5923,3.75,0.6144,3.75,0.573,3.75,0.4462,3.75,0.4219,3.75,0.5498,3.75,0.4964
3.76,0.5734,3.76,0.5782,3.76,0.5778,3.76,0.5899,3.76,0.6104,3.76,0.5688,3.76,0.4386,3.76,0.4158,3.76,0.5427,3.76,0.4893
3.77,0.5718,3.77,0.576,3.77,0.576,3.77,0.5874,3.77,0.6091,3.77,0.5616,3.77,0.434,3.77,0.4129,3.77,0.5384,3.77,0.4822
3.78,0.57,3.78,0.5706,3.78,0.5709,3.78,0.5817,3.78,0.6077,3.78,0.5544,3.78,0.4265,3.78,0.4072,3.78,0.5311,3.78,0.4782
3.79,0.5679,3.79,0.568,3.79,0.5686,3.79,0.5788,3.79,0.606,3.79,0.5503,3.79,0.4192,3.79,0.4048,3.79,0.5238,3.79,0.4713
3.8,0.5626,3.8,0.5653,3.8,0.5661,3.8,0.5729,3.8,0.6041,3.8,0.5431,3.8,0.415,3.8,0.3996,3.8,0.5193,3.8,0.4675
3.81,0.56,3.81,0.5595,3.81,0.5603,3.81,0.5698,3.81,0.599,3.81,0.5391,3.81,0.4079,3.81,0.3976,3.81,0.5119,3.81,0.4608
3.82,0.5542,3.82,0.5565,3.82,0.5573,3.82,0.5636,3.82,0.5967,3.82,0.532,3.82,0.404,3.82,0.396,3.82,0.5044,3.82,0.4572
3.83,0.5512,3.83,0.5504,3.83,0.551,3.83,0.5603,3.83,0.5942,3.83,0.5281,3.83,0.3972,3.83,0.3945,3.83,0.4999,3.83,0.4508
3.84,0.548,3.84,0.5473,3.84,0.5476,3.84,0.5539,3.84,0.5885,3.84,0.5212,3.84,0.3937,3.84,0.3904,3.84,0.4925,3.84,0.4475
3.85,0.5416,3.85,0.541,3.85,0.541,3.85,0.5505,3.85,0.5857,3.85,0.5145,3.85,0.3873,3.85,0.3895,3.85,0.485,3.85,0.4414
3.86,0.538,3.86,0.5377,3.86,0.5372,3.86,0.5439,3.86,0.5797,3.86,0.5108,3.86,0.3842,3.86,0.3888,3.86,0.4807,3.86,0.4384
3.87,0.5312,3.87,0.5343,3.87,0.5303,3.87,0.5404,3.87,0.5766,3.87,0.5043,3.87,0.3782,3.87,0.3885,3.87,0.4733,3.87,0.4326
3.88,0.5243,3.88,0.5279,3.88,0.5262,3.88,0.5338,3.88,0.5703,3.88,0.501,3.88,0.3755,3.88,0.3884,3.88,0.4661,3.88,0.43
3.89,0.5202,3.89,0.5244,3.89,0.519,3.89,0.5302,3.89,0.5669,3.89,0.4947,3.89,0.37,3.89,0.3886,3.89,0.4619,3.89,0.4246
3.9,0.513,3.9,0.5179,3.9,0.5117,3.9,0.5235,3.9,0.5604,3.9,0.4917,3.9,0.3678,3.9,0.389,3.9,0.4548,3.9,0.4224
3.91,0.5087,3.91,0.5143,3.91,0.5072,3.91,0.5199,3.91,0.5568,3.91,0.4887,3.91,0.3658,3.91,0.3897,3.91,0.4509,3.91,0.4204
3.92,0.5013,3.92,0.5078,3.92,0.4997,3.92,0.5133,3.92,0.5502,3.92,0.483,3.92,0.361,3.92,0.3907,3.92,0.4441,3.92,0.4186
3.93,0.4939,3.93,0.5043,3.93,0.4921,3.93,0.5097,3.93,0.5464,3.93,0.4805,3.93,0.3596,3.93,0.3919,3.93,0.4404,3.93,0.4141
3.94,0.4893,3.94,0.4977,3.94,0.4874,3.94,0.5032,3.94,0.5396,3.94,0.4751,3.94,0.3583,3.94,0.3934,3.94,0.4339,3.94,0.4127
3.95,0.4817,3.95,0.4913,3.95,0.4797,3.95,0.4997,3.95,0.5357,3.95,0.473,3.95,0.3574,3.95,0.3951,3.95,0.4305,3.95,0.4116
3.96,0.4741,3.96,0.4878,3.96,0.472,3.96,0.4932,3.96,0.5288,3.96,0.4711,3.96,0.3567,3.96,0.4001,3.96,0.4243,3.96,0.4107
3.97,0.4694,3.97,0.4814,3.97,0.4673,3.97,0.4899,3.97,0.5249,3.97,0.4694,3.97,0.3563,3.97,0.4023,3.97,0.4213,3.97,0.4101
3.98,0.4617,3.98,0.4781,3.98,0.4595,3.98,0.4836,3.98,0.518,3.98,0.4649,3.98,0.3561,3.98,0.4047,3.98,0.4155,3.98,0.4096
3.99,0.4541,3.99,0.4719,3.99,0.4518,3.99,0.4804,3.99,0.5111,3.99,0.4636,3.99,0.3532,3.99,0.4074,3.99,0.4129,3.99,0.4095
4,0.4495,4,0.4687,4,0.4472,4,0.4743,4,0.5072,4,0.4625,4,0.3566,4,0.4132,4,0.4105,4,0.4095
4.01,0.4419,4.01,0.4656,4.01,0.4395,4.01,0.4714,4.01,0.5003,4.01,0.4617,4.01,0.3573,4.01,0.4162,4.01,0.4053,4.01,0.4098
4.02,0.4344,4.02,0.4597,4.02,0.432,4.02,0.4656,4.02,0.4965,4.02,0.4611,4.02,0.3582,4.02,0.4195,4.02,0.4034,4.02,0.4103
4.03,0.4299,4.03,0.4568,4.03,0.4276,4.03,0.4629,4.03,0.4897,4.03,0.4608,4.03,0.3594,4.03,0.4259,4.03,0.4017,4.03,0.411
4.04,0.4226,4.04,0.4511,4.04,0.4202,4.04,0.4603,4.04,0.483,4.04,0.4607,4.04,0.3608,4.04,0.4294,4.04,0.4002,4.04,0.4119
4.05,0.4153,4.05,0.4485,4.05,0.413,4.05,0.4549,4.05,0.4794,4.05,0.4608,4.05,0.3625,4.05,0.4361,4.05,0.399,4.05,0.4131
4.06,0.4112,4.06,0.4461,4.06,0.4089,4.06,0.4527,4.06,0.4729,4.06,0.4611,4.06,0.3644,4.06,0.44,4.06,0.398,4.06,0.4145
4.07,0.4042,4.07,0.4408,4.07,0.4019,4.07,0.4506,4.07,0.4695,4.07,0.4617,4.07,0.3695,4.07,0.447,4.07,0.3972,4.07,0.4161
4.08,0.4003,4.08,0.4387,4.08,0.3981,4.08,0.4458,4.08,0.4632,4.08,0.4625,4.08,0.3719,4.08,0.454,4.08,0.3938,4.08,0.4209
4.09,0.3967,4.09,0.4367,4.09,0.3914,4.09,0.4441,4.09,0.46,4.09,0.4635,4.09,0.3745,4.09,0.4582,4.09,0.3935,4.09,0.4229
4.1,0.3901,4.1,0.4319,4.1,0.388,4.1,0.4425,4.1,0.454,4.1,0.4678,4.1,0.3803,4.1,0.4655,4.1,0.3935,4.1,0.4251
4.11,0.3868,4.11,0.4303,4.11,0.3817,4.11,0.4412,4.11,0.4511,4.11,0.4692,4.11,0.3833,4.11,0.4698,4.11,0.3938,4.11,0.4275
4.12,0.3806,4.12,0.4289,4.12,0.3786,4.12,0.4371,4.12,0.4483,4.12,0.4709,4.12,0.3895,4.12,0.4772,4.12,0.3973,4.12,0.433
4.13,0.3777,4.13,0.4276,4.13,0.3757,4.13,0.4361,4.13,0.4428,4.13,0.4728,4.13,0.3928,4.13,0.4846,4.13,0.3981,4.13,0.4357
4.14,0.3719,4.14,0.4236,4.14,0.3701,4.14,0.4354,4.14,0.4404,4.14,0.4778,4.14,0.3994,4.14,0.489,4.14,0.3991,4.14,0.4416
4.15,0.3694,4.15,0.4227,4.15,0.3677,4.15,0.4348,4.15,0.4382,4.15,0.4801,4.15,0.403,4.15,0.4965,4.15,0.4003,4.15,0.4446
4.16,0.3671,4.16,0.422,4.16,0.3655,4.16,0.4345,4.16,0.4332,4.16,0.4825,4.16,0.4069,4.16,0.5039,4.16,0.4018,4.16,0.4507
4.17,0.3621,4.17,0.4215,4.17,0.3606,4.17,0.4343,4.17,0.4313,4.17,0.4881,4.17,0.4138,4.17,0.5083,4.17,0.4035,4.17,0.454
4.18,0.3603,4.18,0.4212,4.18,0.3589,4.18,0.4344,4.18,0.4297,4.18,0.4908,4.18,0.4209,4.18,0.5157,4.18,0.4084,4.18,0.4603
4.19,0.3587,4.19,0.4211,4.19,0.3574,4.19,0.4347,4.19,0.4253,4.19,0.4967,4.19,0.425,4.19,0.523,4.19,0.4105,4.19,0.4638
4.2,0.3574,4.2,0.4213,4.2,0.3562,4.2,0.4351,4.2,0.424,4.2,0.4998,4.2,0.4323,4.2,0.5273,4.2,0.4129,4.2,0.4703
4.21,0.3564,4.21,0.4215,4.21,0.3523,4.21,0.4358,4.21,0.423,4.21,0.5059,4.21,0.4366,4.21,0.5345,4.21,0.4184,4.21,0.474
4.22,0.3556,4.22,0.422,4.22,0.3517,4.22,0.4367,4.22,0.4222,4.22,0.5092,4.22,0.444,4.22,0.5416,4.22,0.4211,4.22,0.4806
4.23,0.355,4.23,0.4227,4.23,0.3513,4.23,0.4407,4.23,0.4217,4.23,0.5156,4.23,0.4514,4.23,0.5456,4.23,0.424,4.23,0.4844
4.24,0.3547,4.24,0.4236,4.24,0.3511,4.24,0.4419,4.24,0.4213,4.24,0.5191,4.24,0.4558,4.24,0.5524,4.24,0.4301,4.24,0.4912
4.25,0.3517,4.25,0.4246,4.25,0.3513,4.25,0.4433,4.25,0.4211,4.25,0.5256,4.25,0.4633,4.25,0.5592,4.25,0.4333,4.25,0.4949
4.26,0.355,4.26,0.4289,4.26,0.3517,4.26,0.4449,4.26,0.4212,4.26,0.5292,4.26,0.4707,4.26,0.5628,4.26,0.4396,4.26,0.5017
4.27,0.3555,4.27,0.4303,4.27,0.3523,4.27,0.4497,4.27,0.4215,4.27,0.5329,4.27,0.4751,4.27,0.5692,4.27,0.4431,4.27,0.5056
4.28,0.3563,4.28,0.4319,4.28,0.3562,4.28,0.4516,4.28,0.422,4.28,0.5396,4.28,0.4825,4.28,0.5725,4.28,0.4497,4.28,0.5123
4.29,0.3573,4.29,0.4336,4.29,0.3574,4.29,0.4537,4.29,0.4227,4.29,0.5464,4.29,0.4899,4.29,0.5786,4.29,0.4535,4.29,0.5191
4.3,0.3585,4.3,0.4385,4.3,0.3588,4.3,0.4589,4.3,0.4236,4.3,0.5501,4.3,0.4942,4.3,0.5815,4.3,0.4603,4.3,0.5228
4.31,0.3601,4.31,0.4406,4.31,0.3605,4.31,0.4613,4.31,0.4247,4.31,0.5569,4.31,0.5014,4.31,0.5872,4.31,0.4672,4.31,0.5295
4.32,0.3648,4.32,0.4427,4.32,0.3624,4.32,0.4638,4.32,0.426,4.32,0.5607,4.32,0.5055,4.32,0.5898,4.32,0.4711,4.32,0.5331
4.33,0.3668,4.33,0.4451,4.33,0.3675,4.33,0.4694,4.33,0.4305,4.33,0.5674,4.33,0.5126,4.33,0.5921,4.33,0.4781,4.33,0.5396
4.34,0.369,4.34,0.4505,4.34,0.3699,4.34,0.4721,4.34,0.4322,4.34,0.5711,4.34,0.5195,4.34,0.5972,4.34,0.4822,4.34,0.5431
4.35,0.3744,4.35,0.4531,4.35,0.3724,4.35,0.4779,4.35,0.4341,4.35,0.5778,4.35,0.5232,4.35,0.599,4.35,0.4893,4.35,0.5494
4.36,0.377,4.36,0.4588,4.36,0.3782,4.36,0.4809,4.36,0.4361,4.36,0.5814,4.36,0.5299,4.36,0.6007,4.36,0.4934,4.36,0.5526
4.37,0.3799,4.37,0.4616,4.37,0.3812,4.37,0.4839,4.37,0.4414,4.37,0.5879,4.37,0.5334,4.37,0.6051,4.37,0.5004,4.37,0.5587
4.38,0.3859,4.38,0.4644,4.38,0.3873,4.38,0.4899,4.38,0.4437,4.38,0.5913,4.38,0.5397,4.38,0.6063,4.38,0.5075,4.38,0.5617
4.39,0.3891,4.39,0.4704,4.39,0.3906,4.39,0.4931,4.39,0.4493,4.39,0.5977,4.39,0.5429,4.39,0.6072,4.39,0.5116,4.39,0.5676
4.4,0.3954,4.4,0.4734,4.4,0.3971,4.4,0.4993,4.4,0.4519,4.4,0.6009,4.4,0.5488,4.4,0.6079,4.4,0.5186,4.4,0.5703
4.41,0.3989,4.41,0.4795,4.41,0.4008,4.41,0.5025,4.41,0.4547,4.41,0.607,4.41,0.5516,4.41,0.6084,4.41,0.5255,4.41,0.5728
4.42,0.4026,4.42,0.4826,4.42,0.4045,4.42,0.5088,4.42,0.4606,4.42,0.61,4.42,0.5572,4.42,0.6086,4.42,0.5294,4.42,0.5782
4.43,0.4094,4.43,0.4888,4.43,0.4114,4.43,0.512,4.43,0.4637,4.43,0.6159,4.43,0.5596,4.43,0.6086,4.43,0.5361,4.43,0.5804
4.44,0.4163,4.44,0.492,4.44,0.4184,4.44,0.5183,4.44,0.4698,4.44,0.6186,4.44,0.5617,4.44,0.6083,4.44,0.5398,4.44,0.5824
4.45,0.4203,4.45,0.4982,4.45,0.4225,4.45,0.5216,4.45,0.473,4.45,0.6212,4.45,0.5666,4.45,0.6078,4.45,0.5464,4.45,0.5872
4.46,0.4274,4.46,0.5014,4.46,0.4297,4.46,0.5278,4.46,0.4793,4.46,0.6266,4.46,0.5683,4.46,0.6071,4.46,0.5499,4.46,0.5889
4.47,0.4315,4.47,0.5076,4.47,0.434,4.47,0.5311,4.47,0.4827,4.47,0.6288,4.47,0.5698,4.47,0.6061,4.47,0.5562,4.47,0.5903
4.48,0.4387,4.48,0.5108,4.48,0.4413,4.48,0.5372,4.48,0.4891,4.48,0.6308,4.48,0.5711,4.48,0.6049,4.48,0.5594,4.48,0.5916
4.49,0.446,4.49,0.514,4.49,0.4486,4.49,0.5404,4.49,0.4926,4.49,0.6357,4.49,0.5751,4.49,0.6034,4.49,0.5654,4.49,0.5956
4.5,0.4503,4.5,0.5201,4.5,0.453,4.5,0.5465,4.5,0.4991,4.5,0.6374,4.5,0.5758,4.5,0.6018,4.5,0.5683,4.5,0.5965
4.51,0.4576,4.51,0.5232,4.51,0.4603,4.51,0.5495,4.51,0.5026,4.51,0.6388,4.51,0.5763,4.51,0.5969,4.51,0.571,4.51,0.5971
4.52,0.4619,4.52,0.5293,4.52,0.4677,4.52,0.5554,4.52,0.5091,4.52,0.6401,4.52,0.5766,4.52,0.5949,4.52,0.5765,4.52,0.5976
