Run #1,Run #1,Run #2,Run #2,Run #3,Run #3,Run #4,Run #4,Run #5,Run #5,Run #6,Run #6,Run #7,Run #7,Run #8,Run #8,Run #9,Run #9,Run #10,Run #10
Time (s),Position (m),Time (s),Position (m),Time (s),Position (m),Time (s),Position (m),Time (s),Position (m),Time (s),Position (m),Time (s),Position (m),Time (s),Position (m),Time (s),Position (m),Time (s),Position (m)
6.08,0.4961,6.08,0.5123,6.08,0.4934,6.08,0.5192,6.08,0.5417,6.08,0.5101,6.08,0.402,6.08,0.4321,6.08,0.4615,6.08,0.4536
6.09,0.4899,6.09,0.51,6.09,0.4902,6.09,0.517,6.09,0.5394,6.09,0.5086,6.09,0.4007,6.09,0.4326,6.09,0.4592,6.09,0.4526
6.1,0.4867,6.1,0.5047,6.1,0.4839,6.1,0.5118,6.1,0.534,6.1,0.5043,6.1,0.3995,6.1,0.4334,6.1,0.4539,6.1,0.4516
6.11,0.4805,6.11,0.5024,6.11,0.4805,6.11,0.5096,6.11,0.5316,6.11,0.5032,6.11,0.3986,6.11,0.4372,6.11,0.4518,6.11,0.4508
6.12,0.4772,6.12,0.5002,6.12,0.4742,6.12,0.5075,6.12,0.5291,6.12,0.5022,6.12,0.3978,6.12,0.4383,6.12,0.4498,6.12,0.4502
6.13,0.471,6.13,0.495,6.13,0.4708,6.13,0.5025,6.13,0.5237,6.13,0.5013,6.13,0.3972,6.13,0.4395,6.13,0.4479,6.13,0.4497
6.14,0.4677,6.14,0.4928,6.14,0.4645,6.14,0.5005,6.14,0.5212,6.14,0.5005,6.14,0.3968,6.14,0.4408,6.14,0.4432,6.14,0.4493
6.15,0.4615,6.15,0.4907,6.15,0.4611,6.15,0.4986,6.15,0.5187,6.15,0.5,6.15,0.3965,6.15,0.4423,6.15,0.4416,6.15,0.4491
6.16,0.4583,6.16,0.4886,6.16,0.4578,6.16,0.4968,6.16,0.5133,6.16,0.4995,6.16,0.3965,6.16,0.447,6.16,0.4402,6.16,0.4491
6.17,0.4521,6.17,0.4836,6.17,0.4515,6.17,0.4921,6.17,0.5108,6.17,0.4992,6.17,0.3966,6.17,0.4488,6.17,0.4389,6.17,0.4492
6.18,0.4489,6.18,0.4816,6.18,0.4483,6.18,0.4904,6.18,0.5084,6.18,0.4991,6.18,0.3969,6.18,0.4507,6.18,0.4348,6.18,0.4494
6.19,0.4429,6.19,0.4797,6.19,0.4421,6.19,0.4889,6.19,0.503,6.19,0.4991,6.19,0.3974,6.19,0.4558,6.19,0.4339,6.19,0.4498
6.2,0.4399,6.2,0.4749,6.2,0.439,6.2,0.4874,6.2,0.5006,6.2,0.4993,6.2,0.3981,6.2,0.458,6.2,0.4331,6.2,0.4503
6.21,0.4339,6.21,0.4732,6.21,0.4329,6.21,0.483,6.21,0.4953,6.21,0.4996,6.21,0.3989,6.21,0.4603,6.21,0.4325,6.21,0.451
6.22,0.4311,6.22,0.4716,6.22,0.43,6.22,0.4818,6.22,0.4931,6.22,0.5,6.22,0.3999,6.22,0.4656,6.22,0.432,6.22,0.4518
6.23,0.4284,6.23,0.47,6.23,0.4241,6.23,0.4807,6.23,0.4909,6.23,0.5006,6.23,0.4011,6.23,0.4681,6.23,0.4318,6.23,0.4528
6.24,0.4227,6.24,0.4686,6.24,0.4214,6.24,0.4796,6.24,0.4888,6.24,0.5014,6.24,0.4025,6.24,0.4737,6.24,0.4317,6.24,0.4569
6.25,0.4202,6.25,0.4643,6.25,0.4187,6.25,0.4787,6.25,0.4837,6.25,0.5023,6.25,0.407,6.25,0.4764,6.25,0.4317,6.25,0.4581
6.26,0.4178,6.26,0.4631,6.26,0.4132,6.26,0.4749,6.26,0.4817,6.26,0.5033,6.26,0.4086,6.26,0.4821,6.26,0.432,6.26,0.4594
6.27,0.4126,6.27,0.462,6.27,0.4109,6.27,0.4743,6.27,0.4799,6.27,0.5044,6.27,0.4104,6.27,0.4849,6.27,0.4324,6.27,0.4609
6.28,0.4105,6.28,0.461,6.28,0.4086,6.28,0.4737,6.28,0.4751,6.28,0.5057,6.28,0.4124,6.28,0.4907,6.28,0.4329,6.28,0.4624
6.29,0.4085,6.29,0.4601,6.29,0.4065,6.29,0.4733,6.29,0.4734,6.29,0.5101,6.29,0.4174,6.29,0.4936,6.29,0.4337,6.29,0.4671
6.3,0.4037,6.3,0.4594,6.3,0.4016,6.3,0.473,6.3,0.4719,6.3,0.5116,6.3,0.4196,6.3,0.4965,6.3,0.4346,6.3,0.4689
6.31,0.402,6.31,0.4588,6.31,0.3998,6.31,0.4729,6.31,0.4704,6.31,0.5132,6.31,0.4219,6.31,0.5024,6.31,0.4386,6.31,0.4707
6.32,0.4005,6.32,0.4583,6.32,0.3982,6.32,0.4729,6.32,0.469,6.32,0.515,6.32,0.4274,6.32,0.5053,6.32,0.4398,6.32,0.4757
6.33,0.3992,6.33,0.4579,6.33,0.3968,6.33,0.4729,6.33,0.4648,6.33,0.5198,6.33,0.4299,6.33,0.5113,6.33,0.4412,6.33,0.4777
6.34,0.398,6.34,0.4577,6.34,0.3955,6.34,0.4732,6.34,0.4637,6.34,0.5217,6.34,0.4355,6.34,0.5142,6.34,0.4427,6.34,0.4799
6.35,0.397,6.35,0.4576,6.35,0.3915,6.35,0.4735,6.35,0.4628,6.35,0.5237,6.35,0.4382,6.35,0.5201,6.35,0.4443,6.35,0.485
6.36,0.3962,6.36,0.4576,6.36,0.3906,6.36,0.474,6.36,0.4619,6.36,0.5288,6.36,0.441,6.36,0.523,6.36,0.4491,6.36,0.4873
6.37,0.3956,6.37,0.4577,6.37,0.3898,6.37,0.4746,6.37,0.4612,6.37,0.531,6.37,0.4469,6.37,0.5289,6.37,0.451,6.37,0.4896
6.38,0.3922,6.38,0.458,6.38,0.3893,6.38,0.4753,6.38,0.4606,6.38,0.5332,6.38,0.4498,6.38,0.5317,6.38,0.453,6.38,0.4949
6.39,0.3919,6.39,0.4584,6.39,0.389,6.39,0.4791,6.39,0.4602,6.39,0.5384,6.39,0.4557,6.39,0.5344,6.39,0.4551,6.39,0.4973
6.4,0.3918,6.4,0.4589,6.4,0.3888,6.4,0.4801,6.4,0.4599,6.4,0.5408,6.4,0.4587,6.4,0.5401,6.4,0.4604,6.4,0.5027
6.41,0.3919,6.41,0.4596,6.41,0.3889,6.41,0.4811,6.41,0.4597,6.41,0.5431,6.41,0.4647,6.41,0.5427,6.41,0.4627,6.41,0.5051
6.42,0.3922,6.42,0.4603,6.42,0.3891,6.42,0.4823,6.42,0.4597,6.42,0.5485,6.42,0.4677,6.42,0.5452,6.42,0.4651,6.42,0.5075
6.43,0.3957,6.43,0.4612,6.43,0.3895,6.43,0.4835,6.43,0.4598,6.43,0.5509,6.43,0.4738,6.43,0.5507,6.43,0.4706,6.43,0.513
6.44,0.3963,6.44,0.4622,6.44,0.3901,6.44,0.4849,6.44,0.46,6.44,0.5533,6.44,0.4768,6.44,0.553,6.44,0.4731,6.44,0.5154
6.45,0.3971,6.45,0.4663,6.45,0.3908,6.45,0.4893,6.45,0.4604,6.45,0.5588,6.45,0.4798,6.45,0.5553,6.45,0.4788,6.45,0.5178
6.46,0.3981,6.46,0.4675,6.46,0.3948,6.46,0.4909,6.46,0.4609,6.46,0.5612,6.46,0.4858,6.46,0.5604,6.46,0.4814,6.46,0.5232
6.47,0.3993,6.47,0.4688,6.47,0.3959,6.47,0.4925,6.47,0.4615,6.47,0.5636,6.47,0.4887,6.47,0.5624,6.47,0.4842,6.47,0.5256
6.48,0.4006,6.48,0.4702,6.48,0.3972,6.48,0.4942,6.48,0.4623,6.48,0.569,6.48,0.4947,6.48,0.5643,6.48,0.4899,6.48,0.5279
6.49,0.4021,6.49,0.4717,6.49,0.3987,6.49,0.4989,6.49,0.4632,6.49,0.5714,6.49,0.4975,6.49,0.5661,6.49,0.4927,6.49,0.5332
6.5,0.4038,6.5,0.4763,6.5,0.4003,6.5,0.5007,6.5,0.4642,6.5,0.5737,6.5,0.5033,6.5,0.5707,6.5,0.4985,6.5,0.5354
6.51,0.4086,6.51,0.4779,6.51,0.4051,6.51,0.5026,6.51,0.4683,6.51,0.579,6.51,0.506,6.51,0.5722,6.51,0.5012,6.51,0.5376
6.52,0.4105,6.52,0.4796,6.52,0.407,6.52,0.5045,6.52,0.4695,6.52,0.5813,6.52,0.5087,6.52,0.5735,6.52,0.504,6.52,0.5427
6.53,0.4126,6.53,0.4814,6.53,0.4091,6.53,0.5095,6.53,0.4709,6.53,0.5834,6.53,0.5142,6.53,0.5747,6.53,0.5098,6.53,0.5448
6.54,0.4148,6.54,0.4863,6.54,0.4113,6.54,0.5115,6.54,0.4723,6.54,0.5886,6.54,0.5167,6.54,0.5758,6.54,0.5126,6.54,0.5467
6.55,0.4201,6.55,0.4882,6.55,0.4136,6.55,0.5135,6.55,0.4769,6.55,0.5906,6.55,0.519,6.55,0.5766,6.55,0.5183,6.55,0.5516
6.56,0.4225,6.56,0.4902,6.56,0.419,6.56,0.5186,6.56,0.4785,6.56,0.5926,6.56,0.5243,6.56,0.5774,6.56,0.5209,6.56,0.5534
6.57,0.425,6.57,0.4952,6.57,0.4216,6.57,0.5206,6.57,0.4802,6.57,0.5975,6.57,0.5264,6.57,0.578,6.57,0.5236,6.57,0.5551
6.58,0.4306,6.58,0.4972,6.58,0.4272,6.58,0.5227,6.58,0.482,6.58,0.5992,6.58,0.5284,6.58,0.5784,6.58,0.5291,6.58,0.5566
6.59,0.4333,6.59,0.4993,6.59,0.43,6.59,0.5248,6.59,0.4869,6.59,0.6009,6.59,0.5332,6.59,0.5786,6.59,0.5316,6.59,0.5581
6.6,0.4391,6.6,0.5044,6.6,0.4328,6.6,0.5299,6.6,0.4888,6.6,0.6025,6.6,0.535,6.6,0.5787,6.6,0.537,6.6,0.5625
6.61,0.442,6.61,0.5065,6.61,0.4387,6.61,0.5319,6.61,0.4908,6.61,0.607,6.61,0.5365,6.61,0.5786,6.61,0.5394,6.61,0.5637
6.62,0.4449,6.62,0.5086,6.62,0.4417,6.62,0.534,6.62,0.4959,6.62,0.6084,6.62,0.538,6.62,0.5784,6.62,0.5416,6.62,0.5648
6.63,0.4508,6.63,0.5107,6.63,0.4477,6.63,0.539,6.63,0.498,6.63,0.6096,6.63,0.5393,6.63,0.578,6.63,0.5467,6.63,0.5658
6.64,0.4538,6.64,0.5158,6.64,0.4507,6.64,0.5409,6.64,0.5002,6.64,0.6108,6.64,0.5404,6.64,0.5775,6.64,0.5488,6.64,0.5667
6.65,0.4598,6.65,0.5179,6.65,0.4568,6.65,0.5429,6.65,0.5053,6.65,0.6118,6.65,0.5444,6.65,0.5738,6.65,0.5507,6.65,0.5675
6.66,0.4628,6.66,0.5199,6.66,0.4599,6.66,0.5478,6.66,0.5075,6.66,0.6157,6.66,0.5452,6.66,0.5729,6.66,0.5525,6.66,0.5681
6.67,0.4689,6.67,0.525,6.67,0.463,6.67,0.5496,6.67,0.5098,6.67,0.6164,6.67,0.5458,6.67,0.572,6.67,0.5572,6.67,0.5686
6.68,0.4719,6.68,0.527,6.68,0.4691,6.68,0.5514,6.68,0.515,6.68,0.6171,6.68,0.5463,6.68,0.5708,6.68,0.5587,6.68,0.5689
6.69,0.4779,6.69,0.5289,6.69,0.4722,6.69,0.5531,6.69,0.5172,6.69,0.6176,6.69,0.5466,6.69,0.5696,6.69,0.5601,6.69,0.5692
6.7,0.4809,6.7,0.5308,6.7,0.4783,6.7,0.5577,6.7,0.5194,6.7,0.6179,6.7,0.5467,6.7,0.5651,6.7,0.5614,6.7,0.5693
6.71,0.4838,6.71,0.5357,6.71,0.4814,6.71,0.5593,6.71,0.5247,6.71,0.6181,6.71,0.5467,6.71,0.5636,6.71,0.5625,6.71,0.5692
6.72,0.4897,6.72,0.5375,6.72,0.4874,6.72,0.5608,6.72,0.5269,6.72,0.6182,6.72,0.5465,6.72,0.5619,6.72,0.5665,6.72,0.569
6.73,0.4926,6.73,0.5392,6.73,0.4903,6.73,0.5622,6.73,0.529,6.73,0.6182,6.73,0.5462,6.73,0.5572,6.73,0.5674,6.73,0.5687
6.74,0.4983,6.74,0.5409,6.74,0.4962,6.74,0.5635,6.74,0.5312,6.74,0.618,6.74,0.5427,6.74,0.5553,6.74,0.568,6.74,0.5683
6.75,0.5011,6.75,0.5455,6.75,0.4991,6.75,0.5677,6.75,0.5362,6.75,0.6177,6.75,0.542,6.75,0.5533,6.75,0.5686,6.75,0.5677
6.76,0.5067,6.76,0.547,6.76,0.5018,6.76,0.5688,6.76,0.5383,6.76,0.6173,6.76,0.5412,6.76,0.5482,6.76,0.5689,6.76,0.5641
6.77,0.5092,6.77,0.5484,6.77,0.5075,6.77,0.5699,6.77,0.5403,6.77,0.6167,6.77,0.5402,6.77,0.546,6.77,0.5692,6.77,0.5632
6.78,0.5117,6.78,0.5498,6.78,0.51,6.78,0.5708,6.78,0.5452,6.78,0.616,6.78,0.5391,6.78,0.5438,6.78,0.5692,6.78,0.5623
6.79,0.517,6.79,0.551,6.79,0.5155,6.79,0.5716,6.79,0.5471,6.79,0.6152,6.79,0.5378,6.79,0.5384,6.79,0.5692,6.79,0.5613
6.8,0.5192,6.8,0.5521,6.8,0.5178,6.8,0.5723,6.8,0.5488,6.8,0.6112,6.8,0.5334,6.8,0.5361,6.8,0.5689,6.8,0.5601
6.81,0.5213,6.81,0.5562,6.81,0.52,6.81,0.5729,6.81,0.5506,6.81,0.6102,6.81,0.5318,6.81,0.5306,6.81,0.5685,6.81,0.5589
6.82,0.5263,6.82,0.5571,6.82,0.5221,6.82,0.5734,6.82,0.5522,6.82,0.609,6.82,0.5301,6.82,0.5281,6.82,0.568,6.82,0.5545
6.83,0.5281,6.83,0.5579,6.83,0.5271,6.83,0.5738,6.83,0.5567,6.83,0.6078,6.83,0.5283,6.83,0.5256,6.83,0.5673,6.83,0.553
6.84,0.5298,6.84,0.5586,6.84,0.5289,6.84,0.574,6.84,0.5582,6.84,0.6064,6.84,0.5234,6.84,0.52,6.84,0.5664,6.84,0.5515
6.85,0.5313,6.85,0.5592,6.85,0.5305,6.85,0.5742,6.85,0.5595,6.85,0.6049,6.85,0.5213,6.85,0.5174,6.85,0.5625,6.85,0.5499
6.86,0.5327,6.86,0.5597,6.86,0.5321,6.86,0.5742,6.86,0.5607,6.86,0.6003,6.86,0.5192,6.86,0.5118,6.86,0.5613,6.86,0.5451
6.87,0.537,6.87,0.5601,6.87,0.5364,6.87,0.5741,6.87,0.5619,6.87,0.5987,6.87,0.514,6.87,0.5091,6.87,0.5601,6.87,0.5433
6.88,0.538,6.88,0.5604,6.88,0.5376,6.88,0.5739,6.88,0.5659,6.88,0.597,6.88,0.5116,6.88,0.5065,6.88,0.5587,6.88,0.5415
6.89,0.539,6.89,0.5605,6.89,0.5386,6.89,0.5736,6.89,0.5668,6.89,0.5952,6.89,0.5062,6.89,0.5009,6.89,0.5572,6.89,0.5366
6.9,0.5397,6.9,0.5606,6.9,0.5395,6.9,0.5732,6.9,0.5676,6.9,0.5903,6.9,0.5038,6.9,0.4984,6.9,0.5556,6.9,0.5346
6.91,0.5403,6.91,0.5605,6.91,0.5402,6.91,0.5727,6.91,0.5683,6.91,0.5884,6.91,0.5012,6.91,0.4928,6.91,0.5509,6.91,0.5326
6.92,0.5408,6.92,0.5603,6.92,0.5407,6.92,0.572,6.92,0.5688,6.92,0.5864,6.92,0.4956,6.92,0.4903,6.92,0.549,6.92,0.5275
6.93,0.541,6.93,0.56,6.93,0.5411,6.93,0.5713,6.93,0.5693,6.93,0.5813,6.93,0.493,6.93,0.4878,6.93,0.5471,6.93,0.5254
6.94,0.5411,6.94,0.5596,6.94,0.5413,6.94,0.5705,6.94,0.5696,6.94,0.5793,6.94,0.4873,6.94,0.4824,6.94,0.5451,6.94,0.5233
6.95,0.541,6.95,0.559,6.95,0.5413,6.95,0.5695,6.95,0.5698,6.95,0.5772,6.95,0.4846,6.95,0.4801,6.95,0.5399,6.95,0.5182
6.96,0.5408,6.96,0.5584,6.96,0.5411,6.96,0.5685,6.96,0.5699,6.96,0.575,6.96,0.4819,6.96,0.4778,6.96,0.5378,6.96,0.516
6.97,0.5404,6.97,0.5547,6.97,0.5408,6.97,0.5674,6.97,0.5698,6.97,0.5699,6.97,0.4762,6.97,0.4756,6.97,0.5355,6.97,0.5139
6.98,0.5398,6.98,0.5538,6.98,0.5403,6.98,0.5662,6.98,0.5696,6.98,0.5677,6.98,0.4734,6.98,0.4705,6.98,0.5302,6.98,0.5087
6.99,0.5391,6.99,0.5529,6.99,0.5396,6.99,0.5619,6.99,0.5694,6.99,0.5656,6.99,0.4677,6.99,0.4684,6.99,0.5278,6.99,0.5066
7,0.5382,7,0.5518,7,0.5388,7,0.5606,7,0.569,7,0.5604,7,0.465,7,0.4665,7,0.5254,7,0.5044
7.01,0.5371,7.01,0.5507,7.01,0.5378,7.01,0.5592,7.01,0.5684,7.01,0.5583,7.01,0.4623,7.01,0.4647,7.01,0.5199,7.01,0.5023
7.02,0.536,7.02,0.5495,7.02,0.5366,7.02,0.5577,7.02,0.5648,7.02,0.5562,7.02,0.4567,7.02,0.46,7.02,0.5175,7.02,0.4973
7.03,0.5316,7.03,0.5452,7.03,0.5323,7.03,0.5562,7.03,0.564,7.03,0.5511,7.03,0.4541,7.03,0.4584,7.03,0.515,7.03,0.4953
7.04,0.5301,7.04,0.5439,7.04,0.5309,7.04,0.5516,7.04,0.5632,7.04,0.549,7.04,0.4486,7.04,0.4569,7.04,0.5095,7.04,0.4933
7.05,0.5285,7.05,0.5424,7.05,0.5293,7.05,0.5499,7.05,0.5622,7.05,0.547,7.05,0.4461,7.05,0.4555,7.05,0.507,7.05,0.4883
7.06,0.5268,7.06,0.5409,7.06,0.5276,7.06,0.5482,7.06,0.5612,7.06,0.545,7.06,0.4437,7.06,0.4543,7.06,0.5015,7.06,0.4865
7.07,0.5219,7.07,0.5393,7.07,0.5227,7.07,0.5465,7.07,0.56,7.07,0.5401,7.07,0.4384,7.07,0.4532,7.07,0.499,7.07,0.4847
7.08,0.5199,7.08,0.5347,7.08,0.5207,7.08,0.5418,7.08,0.5588,7.08,0.5383,7.08,0.4361,7.08,0.4522,7.08,0.4965,7.08,0.4829
7.09,0.5179,7.09,0.533,7.09,0.5186,7.09,0.54,7.09,0.5544,7.09,0.5365,7.09,0.434,7.09,0.4514,7.09,0.4911,7.09,0.4813
7.1,0.5157,7.1,0.5313,7.1,0.5134,7.1,0.5382,7.1,0.553,7.1,0.5318,7.1,0.4319,7.1,0.4507,7.1,0.4887,7.1,0.4767
7.11,0.5104,7.11,0.5296,7.11,0.5111,7.11,0.5364,7.11,0.5515,7.11,0.5301,7.11,0.4269,7.11,0.4502,7.11,0.4863,7.11,0.4752
7.12,0.508,7.12,0.5248,7.12,0.5087,7.12,0.5316,7.12,0.5499,7.12,0.5286,7.12,0.4251,7.12,0.4498,7.12,0.4811,7.12,0.4738
7.13,0.5056,7.13,0.5229,7.13,0.5032,7.13,0.5298,7.13,0.5453,7.13,0.5271,7.13,0.4234,7.13,0.4495,7.13,0.4789,7.13,0.4725
7.14,0.5001,7.14,0.5211,7.14,0.5007,7.14,0.528,7.14,0.5436,7.14,0.5258,7.14,0.4218,7.14,0.4494,7.14,0.4767,7.14,0.4713
7.15,0.4975,7.15,0.5193,7.15,0.498,7.15,0.5262,7.15,0.5418,7.15,0.5215,7.15,0.4173,7.15,0.4494,7.15,0.4716,7.15,0.4702
7.16,0.4919,7.16,0.5144,7.16,0.4924,7.16,0.5214,7.16,0.54,7.16,0.5203,7.16,0.416,7.16,0.4496,7.16,0.4697,7.16,0.4692
7.17,0.4893,7.17,0.5125,7.17,0.4896,7.17,0.5197,7.17,0.5352,7.17,0.5193,7.17,0.4148,7.17,0.4499,7.17,0.4678,7.17,0.4653
7.18,0.4866,7.18,0.5107,7.18,0.4839,7.18,0.518,7.18,0.5333,7.18,0.5183,7.18,0.4137,7.18,0.4504,7.18,0.466,7.18,0.4645
7.19,0.4809,7.19,0.5089,7.19,0.481,7.19,0.5163,7.19,0.5314,7.19,0.5175,7.19,0.4128,7.19,0.451,7.19,0.4613,7.19,0.4638
7.2,0.4781,7.2,0.504,7.2,0.4782,7.2,0.5147,7.2,0.5295,7.2,0.5137,7.2,0.412,7.2,0.4517,7.2,0.4597,7.2,0.4633
7.21,0.4724,7.21,0.5022,7.21,0.4724,7.21,0.5101,7.21,0.5245,7.21,0.5131,7.21,0.4114,7.21,0.4556,7.21,0.4583,7.21,0.4629
7.22,0.4697,7.22,0.5005,7.22,0.4696,7.22,0.5086,7.22,0.5225,7.22,0.5126,7.22,0.4109,7.22,0.4566,7.22,0.4569,7.22,0.4625
7.23,0.467,7.23,0.4987,7.23,0.4637,7.23,0.5071,7.23,0.5206,7.23,0.5123,7.23,0.4106,7.23,0.4577,7.23,0.4557,7.23,0.4624
7.24,0.4613,7.24,0.494,7.24,0.4609,7.24,0.5057,7.24,0.5186,7.24,0.512,7.24,0.4104,7.24,0.459,7.24,0.4516,7.24,0.4623
7.25,0.4587,7.25,0.4924,7.25,0.4582,7.25,0.5014,7.25,0.5137,7.25,0.5119,7.25,0.4104,7.25,0.4634,7.25,0.4507,7.25,0.4623
7.26,0.4561,7.26,0.4908,7.26,0.4524,7.26,0.5001,7.26,0.5117,7.26,0.5119,7.26,0.4105,7.26,0.4649,7.26,0.4498,7.26,0.4625
7.27,0.4505,7.27,0.4893,7.27,0.4497,7.27,0.499,7.27,0.5098,7.27,0.512,7.27,0.4108,7.27,0.4664,7.27,0.4492,7.27,0.4658
7.28,0.448,7.28,0.4848,7.28,0.4441,7.28,0.4979,7.28,0.5049,7.28,0.5122,7.28,0.4112,7.28,0.4711,7.28,0.4486,7.28,0.4662
7.29,0.4426,7.29,0.4834,7.29,0.4415,7.29,0.4968,7.29,0.5031,7.29,0.5125,7.29,0.4118,7.29,0.4729,7.29,0.4482,7.29,0.4667
7.3,0.4402,7.3,0.4821,7.3,0.439,7.3,0.4959,7.3,0.5013,7.3,0.513,7.3,0.4125,7.3,0.4748,7.3,0.4479,7.3,0.4673
7.31,0.438,7.31,0.4808,7.31,0.4336,7.31,0.4921,7.31,0.4995,7.31,0.5136,7.31,0.4133,7.31,0.4798,7.31,0.4478,7.31,0.468
7.32,0.4358,7.32,0.4797,7.32,0.4313,7.32,0.4913,7.32,0.4948,7.32,0.5142,7.32,0.4173,7.32,0.4818,7.32,0.4478,7.32,0.4689
7.33,0.4307,7.33,0.4786,7.33,0.429,7.33,0.4907,7.33,0.4932,7.33,0.515,7.33,0.4185,7.33,0.4839,7.33,0.448,7.33,0.4698
7.34,0.4288,7.34,0.4746,7.34,0.4239,7.34,0.4901,7.34,0.4916,7.34,0.5189,7.34,0.4197,7.34,0.4891,7.34,0.4482,7.34,0.4739
7.35,0.4269,7.35,0.4737,7.35,0.4219,7.35,0.4897,7.35,0.4901,7.35,0.5199,7.35,0.4211,7.35,0.4913,7.35,0.4487,7.35,0.475
7.36,0.4222,7.36,0.4729,7.36,0.42,7.36,0.4893,7.36,0.4887,7.36,0.521,7.36,0.4256,7.36,0.4936,7.36,0.4492,7.36,0.4762
7.37,0.4206,7.37,0.4722,7.37,0.4182,7.37,0.4891,7.37,0.4843,7.37,0.5222,7.37,0.4272,7.37,0.4989,7.37,0.4499,7.37,0.4775
7.38,0.4191,7.38,0.4715,7.38,0.4136,7.38,0.4889,7.38,0.4831,7.38,0.5235,7.38,0.4289,7.38,0.5012,7.38,0.4508,7.38,0.4789
7.39,0.4177,7.39,0.471,7.39,0.4121,7.39,0.4889,7.39,0.4819,7.39,0.5249,7.39,0.4308,7.39,0.5036,7.39,0.4517,7.39,0.4834
7.4,0.4135,7.4,0.4706,7.4,0.4107,7.4,0.4889,7.4,0.4808,7.4,0.5294,7.4,0.4357,7.4,0.509,7.4,0.4528,7.4,0.485
7.41,0.4125,7.41,0.4703,7.41,0.4094,7.41,0.4891,7.41,0.4798,7.41,0.5309,7.41,0.4377,7.41,0.5114,7.41,0.457,7.41,0.4866
7.42,0.4115,7.42,0.4701,7.42,0.4084,7.42,0.4893,7.42,0.4789,7.42,0.5325,7.42,0.4398,7.42,0.5168,7.42,0.4583,7.42,0.4912
7.43,0.4108,7.43,0.47,7.43,0.4074,7.43,0.4897,7.43,0.4781,7.43,0.5341,7.43,0.445,7.43,0.5191,7.43,0.4598,7.43,0.493
7.44,0.4101,7.44,0.47,7.44,0.4036,7.44,0.4901,7.44,0.4774,7.44,0.5389,7.44,0.4472,7.44,0.5215,7.44,0.4613,7.44,0.4948
7.45,0.4097,7.45,0.4701,7.45,0.403,7.45,0.4907,7.45,0.4738,7.45,0.5406,7.45,0.4495,7.45,0.5269,7.45,0.4629,7.45,0.4966
7.46,0.4093,7.46,0.4703,7.46,0.4025,7.46,0.4913,7.46,0.4733,7.46,0.5424,7.46,0.4549,7.46,0.5292,7.46,0.4676,7.46,0.5014
7.47,0.4092,7.47,0.4706,7.47,0.4022,7.47,0.492,7.47,0.4729,7.47,0.5443,7.47,0.4573,7.47,0.5314,7.47,0.4695,7.47,0.5033
7.48,0.4092,7.48,0.471,7.48,0.4021,7.48,0.4928,7.48,0.4727,7.48,0.5492,7.48,0.4627,7.48,0.5337,7.48,0.4713,7.48,0.5053
7.49,0.4093,7.49,0.4715,7.49,0.4021,7.49,0.4967,7.49,0.4725,7.49,0.5511,7.49,0.4652,7.49,0.5389,7.49,0.4733,7.49,0.5072
7.5,0.4096,7.5,0.4721,7.5,0.4022,7.5,0.4977,7.5,0.4724,7.5,0.553,7.5,0.4677,7.5,0.541,7.5,0.4783,7.5,0.5121
7.51,0.41,7.51,0.4758,7.51,0.4026,7.51,0.4988,7.51,0.4725,7.51,0.555,7.51,0.4732,7.51,0.543,7.51,0.4804,7.51,0.5141
7.52,0.4106,7.52,0.4766,7.52,0.403,7.52,0.4999,7.52,0.4726,7.52,0.5599,7.52,0.4757,7.52,0.548,7.52,0.4826,7.52,0.516
7.53,0.4113,7.53,0.4774,7.53,0.4037,7.53,0.5011,7.53,0.4729,7.53,0.5619,7.53,0.4782,7.53,0.5499,7.53,0.4848,7.53,0.521
7.54,0.4122,7.54,0.4784,7.54,0.4074,7.54,0.5024,7.54,0.4763,7.54,0.5638,7.54,0.4837,7.54,0.5517,7.54,0.49,7.54,0.5229
7.55,0.4132,7.55,0.4794,7.55,0.4084,7.55,0.5037,7.55,0.4768,7.55,0.5687,7.55,0.4861,7.55,0.5534,7.55,0.4923,7.55,0.5248
7.56,0.4144,7.56,0.4805,7.56,0.4094,7.56,0.5081,7.56,0.4773,7.56,0.5707,7.56,0.4886,7.56,0.555,7.56,0.4946,7.56,0.5267
7.57,0.4187,7.57,0.4817,7.57,0.4107,7.57,0.5095,7.57,0.478,7.57,0.5725,7.57,0.4939,7.57,0.5566,7.57,0.4999,7.57,0.5315
7.58,0.4201,7.58,0.486,7.58,0.412,7.58,0.511,7.58,0.4788,7.58,0.5744,7.58,0.4963,7.58,0.561,7.58,0.5022,7.58,0.5333
7.59,0.4216,7.59,0.4873,7.59,0.4135,7.59,0.5125,7.59,0.4796,7.59,0.5792,7.59,0.4986,7.59,0.5623,7.59,0.5045,7.59,0.5351
7.6,0.4233,7.6,0.4887,7.6,0.4181,7.6,0.5141,7.6,0.4806,7.6,0.581,7.6,0.5038,7.6,0.5635,7.6,0.5098,7.6,0.5368
7.61,0.4281,7.61,0.4901,7.61,0.4198,7.61,0.5186,7.61,0.4817,7.61,0.5827,7.61,0.506,7.61,0.5645,7.61,0.512,7.61,0.5384
7.62,0.4299,7.62,0.4946,7.62,0.4216,7.62,0.5203,7.62,0.4858,7.62,0.5843,7.62,0.5081,7.62,0.5655,7.62,0.5143,7.62,0.543
